outer,omega1,omega2,gap12,volume,Mnd_pct,gray_frac,mid_frac,move,stage,beta,l2,rms,maxAbs,tolOuter,epsRMS,stopRaw,settledMove,stopAdmitted,moveDescent,nActive_epsRMS,nActive_1e4,nActive_1e3,nActive_1e2,nInner,innerConv,multN,degen
13,133.309742207229,155.475722431057,0.166274271158456,0.499915541414494,65.7134903390229,0.7203125,0.3325,0.04,1,18801.1107744629,2.15729515919697,0.0190679754511136,0.0398684802704962,0.1,0.000883883476483184,0,1,0,0,12228,12768,12116,6788,15,1,2,1
14,137.227932408596,151.105963266259,0.101131239202394,0.499947043662529,63.910565019246,0.7075,0.336875,0.04,1,19586.2189981514,1.84075903074305,0.0162701649146098,0.0398876361681687,0.1,0.000883883476483184,0,1,0,0,11468,12064,11432,5088,15,1,2,1
15,139.788677863004,147.713118172442,0.0566887134965563,0.499956019711361,62.4395105398578,0.6890625,0.339375,0.04,1,20128.6511771367,1.7282300969276,0.0152755402623524,0.0398499748665801,0.1,0.000883883476483184,0,1,0,0,10088,10660,10052,4204,15,1,2,1
16,141.823783854304,144.87539525764,0.0215169227643173,0.499968290614554,61.2761396964077,0.6671875,0.32875,0.04,1,20591.0914435628,1.45677106890602,0.0128761587682477,0.0398465364117529,0.1,0.000883883476483184,0,1,0,0,9524,10268,9466,3492,17,1,2,1
17,143.619960107361,144.617503180056,0.00694571333921551,0.499974222278136,59.9722846113502,0.6571875,0.3140625,0.04,1,21044.8263686052,1.6255895135515,0.0143683171057251,0.0398825284784222,0.1,0.000883883476483184,0,1,0,0,8262,10174,8110,3174,40,1,2,1
18,144.934364288592,145.607334005926,0.00464327228837639,0.499973251992815,59.0238999618418,0.648125,0.30875,0.04,1,21334.6116044113,1.17860770292817,0.0104175187387401,0.0398061015701732,0.1,0.000883883476483184,0,1,0,0,7624,10736,7412,2732,20,1,2,1
19,145.898305792962,146.826248415235,0.00636020149260119,0.499973404026268,58.137999876644,0.63171875,0.29890625,0.04,1,21566.5827215606,1.14802323235467,0.0101471876569711,0.0398309316499201,0.1,0.000883883476483184,0,1,0,0,7188,9162,7012,2350,23,1,2,1
20,146.949567602768,147.636789241812,0.00467658156642107,0.499977071450582,57.4230846452624,0.625625,0.298125,0.04,1,21842.186550098,0.972786091554926,0.00859829552478057,0.039880824715434,0.1,0.000883883476483184,0,1,0,0,7138,10152,6934,1690,19,1,2,1
21,147.724250335386,148.359811941974,0.00430235120601714,0.499985252667971,56.6752198674192,0.61859375,0.29453125,0.04,1,22063.8135219628,0.980625345800395,0.00866758539773578,0.0398591794344416,0.1,0.000883883476483184,0,1,0,0,6776,8802,6552,1886,19,1,2,1
22,148.393557272514,149.395744046463,0.00675357335162965,0.499978634998781,56.0499850696749,0.608125,0.293125,0.04,1,22204.4017036103,0.835134001194924,0.00738161144305482,0.0398096979781344,0.1,0.000883883476483184,0,1,0,0,6572,10160,6358,1328,19,1,2,1
23,149.063390960427,149.73880610474,0.00453105983945255,0.499975547764414,55.4266558600201,0.60375,0.29171875,0.04,1,22413.6444670323,0.851093784985907,0.00752267733486576,0.0398693911184776,0.1,0.000883883476483184,0,1,0,0,6648,9922,6414,1456,19,1,2,1
24,149.591427243975,150.639883815029,0.00700880117510596,0.499978426639001,54.842470964076,0.59390625,0.29203125,0.04,1,22547.7710583526,0.751624090932147,0.00664348114501619,0.0398607386030794,0.1,0.000883883476483184,0,1,0,0,6408,8450,6166,1206,18,1,2,1
25,150.07295048149,151.013299345384,0.00626594506789234,0.499974980537002,54.3339277710172,0.5884375,0.29171875,0.04,1,22676.2431601609,0.699594327822424,0.006183598666036,0.0398964082616024,0.1,0.000883883476483184,0,1,0,0,6516,8460,6246,1072,17,1,2,1
26,150.530222843147,151.611161151684,0.00718087230670718,0.499990959151313,53.8657213171774,0.58515625,0.2896875,0.04,1,22784.5825529192,0.628586062136831,0.00555596833870377,0.0398167967814524,0.1,0.000883883476483184,0,1,0,0,6172,8240,5972,792,17,1,2,1
27,150.837373531755,151.823264056923,0.00653611569920193,0.499984303723133,53.4052595053702,0.58015625,0.28796875,0.04,1,22872.1880267607,0.624788004309405,0.00552239793313987,0.0399084588796963,0.1,0.000883883476483184,0,1,0,0,6552,8342,6312,1084,20,1,2,1
28,151.137086222687,152.378454173503,0.00821352311230168,0.499976841906152,52.9946279272,0.5771875,0.28609375,0.04,1,22920.0305767818,0.572328670838427,0.00505871855271669,0.0397393275364045,0.1,0.000883883476483184,0,1,0,0,6088,8094,5884,978,19,1,2,1
29,151.422691421094,152.049766273832,0.00414122115286883,0.499981493368474,52.5314634981544,0.57203125,0.28390625,0.04,1,23013.4707438494,0.65689150439959,0.00580615546580979,0.0376157857328293,0.1,0.000883883476483184,0,1,0,0,6652,8086,6432,1224,27,1,2,1
30,151.667969679681,152.768788900977,0.00725808635548164,0.499981193372543,52.1357603932718,0.56609375,0.28171875,0.04,1,23082.9424280126,0.56905679469471,0.00502979898011138,0.0396445282322056,0.1,0.000883883476483184,0,1,0,0,6008,7858,5770,914,20,1,2,1
31,151.931608319673,153.103878815137,0.00771577756879696,0.499987290360057,51.7382940135237,0.56140625,0.2809375,0.04,1,23155.7401825878,0.570633385238113,0.00504373420341632,0.0398390551461137,0.1,0.000883883476483184,0,1,0,0,6346,7872,6112,886,23,1,2,1
32,152.189596559421,153.173748313033,0.00646661648273835,0.49995943347263,51.3409181329931,0.55703125,0.28234375,0.04,1,23224.0374636658,0.574796135250577,0.00508052806294379,0.0397473852785484,0.1,0.000883883476483184,0,1,0,0,6442,7812,6300,926,24,1,2,1
33,152.406211852538,153.516500764053,0.00728506337123119,0.499977173395466,50.931358156013,0.5540625,0.283125,0.04,1,23292.2282837766,0.617845881319863,0.00546103765511818,0.0395492448309532,0.1,0.000883883476483184,0,1,0,0,6024,7728,5826,970,25,1,2,1
34,152.622756711384,154.089889436861,0.00961280451938693,0.499972353490066,50.6702812660013,0.55140625,0.28484375,0.04,1,23326.900778699,0.404726974060792,0.00357731484859372,0.0278355921426248,0.1,0.000883883476483184,0,1,0,0,5526,7764,5330,410,15,1,2,1
35,152.768459830221,154.067054522707,0.00850041097442325,0.499966975287708,50.3555856775519,0.54796875,0.28484375,0.04,1,23376.9879901199,0.464229877109442,0.00410325117666855,0.0271509359111398,0.1,0.000883883476483184,0,1,0,0,6210,7704,6018,600,21,1,2,1
36,152.948084290896,154.223253269524,0.00833726675649437,0.499992096789661,50.1016031291057,0.54359375,0.28484375,0.04,1,23454.0793276082,0.387251721916204,0.00342285398241394,0.0252573288684445,0.1,0.000883883476483184,0,1,0,0,5664,7690,5378,324,16,1,2,1
37,153.086541543036,154.323886843812,0.00808265238932188,0.499978221786549,49.7016564522675,0.5371875,0.281875,0.04,1,23502.3156008189,0.610933674507661,0.00539994180124477,0.0371221486845151,0.1,0.000883883476483184,0,1,0,0,6326,7822,6148,1030,28,1,2,1
38,153.289193680575,154.543275081119,0.00818114682733151,0.499966413773184,49.3718847500202,0.53078125,0.275625,0.04,1,23563.307167322,0.499661455849473,0.00441642504660882,0.0298713387704783,0.1,0.000883883476483184,0,1,0,0,6082,7902,5892,708,25,1,2,1
39,153.462830699495,154.610857330697,0.00748081229812882,0.499980654058777,49.2192747586293,0.52828125,0.27375,0.04,1,23531.0633751755,0.288697253498067,0.00255174732073019,0.0241576332152139,0.1,0.000883883476483184,0,1,0,0,5424,7582,5190,130,9,1,2,1
40,153.463404530906,154.524237203617,0.00691261005158502,0.499987570818221,48.8833306374117,0.52296875,0.27015625,0.04,1,23625.6210411354,0.503737268511573,0.00445245048126152,0.0292168793365725,0.1,0.000883883476483184,0,1,0,0,6020,7716,5798,752,25,1,2,1
41,153.711193734859,154.768250403925,0.00687690104657324,0.499985318823021,48.5143160954729,0.5184375,0.26890625,0.04,1,23678.6565182472,0.61143810506244,0.0054044003795688,0.0372062166520278,0.1,0.000883883476483184,0,1,0,0,6150,7522,5980,952,31,1,2,1
42,153.873803669706,155.624381703469,0.0113767125528427,0.499975362066956,48.1901736118856,0.5159375,0.26671875,0.04,1,23729.2220918746,0.506179462499941,0.00447403663038837,0.0357033726172149,0.1,0.000883883476483184,0,1,0,0,5822,7682,5562,724,26,1,2,1
43,154.050448739668,155.452009580078,0.00909806399057543,0.49998796133237,47.9708849353493,0.51296875,0.26546875,0.04,1,23751.9570060582,0.361945776687451,0.00319917891396911,0.0242781148753445,0.1,0.000883883476483184,0,1,0,0,5388,7440,5130,300,16,1,2,1
44,154.185735335727,155.248600722338,0.00689340933061223,0.499969474680645,47.6834248754055,0.51015625,0.2640625,0.04,1,23810.1198318003,0.477252166478234,0.00421835304065913,0.0273299687758469,0.1,0.000883883476483184,0,1,0,0,5662,7408,5520,570,25,1,2,1
45,154.300029897973,155.754660109476,0.00942728405473958,0.499972174111429,47.4192058066805,0.50828125,0.26203125,0.04,1,23839.1091053319,0.426486864863156,0.00376964692789661,0.0244815007855484,0.1,0.000883883476483184,0,1,0,0,5592,7566,5294,454,23,1,2,1
46,154.441406950137,155.934549002122,0.00966801637897208,0.499984275042058,47.1942536821234,0.506875,0.26171875,0.04,1,23883.8127071269,0.369695424862417,0.00326767677367321,0.0230634363961705,0.1,0.000883883476483184,0,1,0,0,5016,7448,4836,354,19,1,2,1
47,154.552277495459,155.887123778439,0.00863685935019273,0.49998324246582,46.8937154905466,0.50390625,0.25984375,0.04,1,23927.9529737524,0.493766410203009,0.00436431971220858,0.031359102926021,0.1,0.000883883476483184,0,1,0,0,5802,7468,5538,628,27,1,2,1
48,154.703649152089,156.189459579451,0.00960423645793575,0.499981594330482,46.5103805443321,0.50125,0.2578125,0.04,1,23987.9564122454,0.666494648406881,0.00589103606891312,0.0396185569183903,0.1,0.000883883476483184,0,1,0,0,5730,7856,5562,1022,36,1,2,1
49,154.885428659217,156.932164348297,0.0132145141527991,0.499988769247569,46.2939500293474,0.49890625,0.2578125,0.04,1,24024.9110380446,0.392004339556028,0.00346486158443276,0.0396685191102776,0.1,0.000883883476483184,0,1,0,0,4952,7636,4598,380,17,1,2,1
50,155.011712699538,156.840002012924,0.0117945236624107,0.499987323532701,46.1081991764026,0.4965625,0.2565625,0.04,1,24045.6581189228,0.332466854834619,0.00293861959466653,0.0397498390977195,0.1,0.000883883476483184,0,1,0,0,4742,7066,4434,242,16,1,2,1
51,155.127436256517,157.066976095012,0.0125028807624178,0.49996974390542,45.7810239308932,0.49421875,0.25515625,0.04,1,24109.2662703514,0.559609516408594,0.00494629604836302,0.0397235434888777,0.1,0.000883883476483184,0,1,0,0,5436,7392,5132,676,29,1,2,1
52,155.297725998088,157.149416863817,0.0119234898890403,0.499983863382338,45.4738340861925,0.4865625,0.25484375,0.04,1,24170.6234926644,0.551810515483112,0.00487736196785191,0.0397868218037247,0.1,0.000883883476483184,0,1,0,0,5176,7178,4986,726,27,1,2,1
53,155.474154528062,157.833766408095,0.0151768754568614,0.499964806276138,45.1264963455822,0.48203125,0.25453125,0.04,1,24236.3619764129,0.616362517430172,0.00544792644680108,0.0397712623025835,0.1,0.000883883476483184,0,1,0,0,5452,7322,5240,756,31,1,2,1
54,155.669840331995,157.790850178841,0.0136250531401754,0.49997358037459,44.7471370354124,0.4778125,0.2521875,0.04,1,24302.8155748432,0.630061816960667,0.00556901229174506,0.0398484293495359,0.1,0.000883883476483184,0,1,0,0,5024,7062,4778,732,30,1,2,1
55,155.932745341635,157.729037069207,0.0115196569112928,0.499992902430906,44.3876996789561,0.47125,0.24953125,0.04,1,24376.4141857394,0.650876826641562,0.00575299272294286,0.039805894543696,0.1,0.000883883476483184,0,1,0,0,5150,7010,4986,880,33,1,2,1
56,156.096669773476,158.041704588802,0.0124604504256832,0.499994678014885,43.9806812590985,0.46828125,0.2490625,0.04,1,24428.3468915957,0.681487788942457,0.00602355796071297,0.0398056903518609,0.1,0.000883883476483184,0,1,0,0,5262,6968,5092,876,35,1,2,1
57,156.390283946154,158.25927014807,0.0119507820739016,0.499993032399065,43.6784187035347,0.465625,0.2484375,0.04,1,24502.7448796545,0.590519987082608,0.00521950859115381,0.0398175841097805,0.1,0.000883883476483184,0,1,0,0,5178,6868,5068,750,32,1,2,1
58,156.500615415994,158.600559220113,0.0134181185073148,0.499979154994403,43.4933355794432,0.46390625,0.24640625,0.04,1,24479.733628902,0.342606355218503,0.00302824096315763,0.0396187831340408,0.1,0.000883883476483184,0,1,0,0,4868,6932,4634,188,20,1,2,1
59,156.621873226769,158.718839431672,0.0133887187127845,0.499993982004954,43.2945939630164,0.46296875,0.245,0.04,1,24558.4590201954,0.357432797013193,0.0031592894323313,0.0394519702165674,0.1,0.000883883476483184,0,1,0,0,4648,6810,4458,310,25,1,2,1
60,156.710807861178,158.880587508127,0.0138457562472136,0.499978315090953,43.0510989675999,0.46171875,0.24265625,0.04,1,24595.6978470792,0.433744960786715,0.00383380003847224,0.0328669411557442,0.1,0.000883883476483184,0,1,0,0,5056,7238,4894,536,30,1,2,1
61,156.849671454629,159.214927577445,0.0150797645980463,0.499996006232932,42.7554835661827,0.45875,0.24015625,0.04,1,24649.2086607478,0.590740911611754,0.00522146130656242,0.0398087585733874,0.1,0.000883883476483184,0,1,0,0,5132,7118,5038,816,37,1,2,1
62,156.9766747832,159.833506999733,0.0181990873515359,0.499992780736146,42.5260386572286,0.455,0.2378125,0.04,1,24665.3473778603,0.455397369024433,0.00402518209714611,0.0396111931954337,0.1,0.000883883476483184,0,1,0,0,4776,6726,4582,448,26,1,2,1
63,157.123821646683,160.226567162298,0.019747136259152,0.499964400579257,42.4422021780154,0.45421875,0.23765625,0.04,1,24613.3458370418,0.207117403641577,0.00183067650770888,0.0256966439293277,0.1,0.000883883476483184,0,1,0,0,3726,9084,3512,52,11,1,2,1
64,157.177794718739,160.450942706356,0.0208244936472961,0.499949463402713,42.1672455342076,0.45234375,0.23515625,0.04,1,24752.6026271416,0.447566674767953,0.00395596788451917,0.0387869443552846,0.1,0.000883883476483184,0,1,0,0,4838,9352,4682,490,29,1,2,1
65,157.325132891077,160.836434481226,0.0223187581387942,0.49998633312631,42.0182126547352,0.45078125,0.233125,0.04,1,24776.6954379815,0.300825899010756,0.00265895041433807,0.038264874823421,0.1,0.000883883476483184,0,1,0,0,4552,9566,4362,124,18,1,2,1
66,157.380742925591,161.036138856211,0.0232264498354062,0.499981341367076,41.9192403069362,0.45046875,0.23234375,0.04,1,24749.8182745036,0.195516937863988,0.00172814190750569,0.0170827753844372,0.1,0.000883883476483184,0,1,0,0,4042,6550,3806,26,10,1,2,1
67,157.437464376639,161.20146727779,0.023907923797265,0.499988074925074,41.8029433908385,0.45,0.23140625,0.04,1,24797.0121275142,0.209233395659518,0.00184937941151916,0.016564490989843,0.1,0.000883883476483184,0,1,0,0,4000,6706,3844,36,13,1,2,1
68,157.494821716848,161.441992780289,0.0250622275730307,0.499993355099226,41.4891665574587,0.44875,0.22921875,0.04,1,24859.4419460801,0.551013697677892,0.00487031902693389,0.0397304832407954,0.1,0.000883883476483184,0,1,0,0,5004,9492,4858,758,32,1,2,1
69,157.648093966477,161.952460039831,0.0273036353631349,0.499992432800458,41.2402355378519,0.448125,0.22671875,0.04,1,24883.2262319054,0.485392710848785,0.00429030596724621,0.0396520567141321,0.1,0.000883883476483184,0,1,0,0,5024,7134,4874,566,27,1,2,1
70,157.7691949006,162.546347683409,0.0302793760582893,0.499993343774721,41.0209146670131,0.44703125,0.2240625,0.04,1,24917.2063789812,0.406503362665398,0.00359301605394796,0.0396122257066114,0.1,0.000883883476483184,0,1,0,0,4520,6762,4436,292,25,1,2,1
71,157.845975204219,162.815737361221,0.031484883606135,0.499991491902619,40.7860798367533,0.4459375,0.22046875,0.04,1,24941.1842273469,0.413322367918603,0.00365328811464157,0.0387814907362502,0.1,0.000883883476483184,0,1,0,0,4698,6462,4564,402,23,1,2,1
72,157.954435020119,163.042390590893,0.0322115398034051,0.499992800608709,40.4803930553914,0.44375,0.2165625,0.04,1,24985.9322710063,0.518731255963876,0.0045849798588184,0.035816773280251,0.1,0.000883883476483184,0,1,0,0,4764,6368,4652,762,27,1,2,1
73,158.101793369421,163.428250194003,0.0336900468430233,0.49999235615911,40.1965098554777,0.44125,0.211875,0.04,1,25029.844776831,0.475957517329352,0.00420690985075373,0.0396001748382564,0.1,0.000883883476483184,0,1,0,0,4768,6426,4646,590,23,1,2,1
74,158.233821801805,163.728900200064,0.0347275843791627,0.499983737181708,40.0443561428374,0.44,0.20859375,0.04,1,25011.3931843464,0.273582282960538,0.00241814859367367,0.0218857601935524,0.1,0.000883883476483184,0,1,0,0,4472,6304,4234,80,11,1,2,1
75,158.306226928285,163.964644247288,0.0357434917678055,0.499991119534566,39.7474648500386,0.4384375,0.20296875,0.04,1,25114.8141283559,0.463213500839177,0.00409426759475678,0.0384280114587719,0.1,0.000883883476483184,0,1,0,0,4732,6230,4566,622,20,1,2,1
76,158.445584194879,164.299753054467,0.0369475040237643,0.499989020761129,39.3227615933144,0.43625,0.196875,0.04,1,25163.6663287776,0.672265082250115,0.00594203998017485,0.0396820000754356,0.1,0.000883883476483184,0,1,0,0,4792,6278,4690,1208,26,1,2,1
77,158.65738304484,164.840685226034,0.038972672197966,0.499987044903429,38.9063291861168,0.4321875,0.1928125,0.04,1,25231.1152131975,0.64594792987255,0.00570942701882866,0.0396191763719671,0.1,0.000883883476483184,0,1,0,0,4858,6502,4714,1040,21,1,2,1
78,158.868992565349,165.322973365894,0.0406245466552627,0.499987587950862,38.2841775779504,0.42453125,0.18828125,0.04,1,25342.0276543464,0.93441547848677,0.00825914401604584,0.0398095033044512,0.1,0.000883883476483184,0,1,0,0,5242,7048,5112,1796,28,1,2,1
79,159.248102794426,166.208428256812,0.0437074309850414,0.499981178770946,37.8368997918253,0.4196875,0.18640625,0.04,1,25445.2838161244,0.688179248601432,0.0060827026669742,0.0397828263142561,0.1,0.000883883476483184,0,1,0,0,5524,6658,5462,818,15,1,2,1
80,159.530111881389,166.714672970715,0.0450357678847994,0.499983616452005,37.277267659839,0.41359375,0.18359375,0.04,1,25559.8907093078,0.781094324507328,0.00690396367006822,0.0397285889152846,0.1,0.000883883476483184,0,1,0,0,5246,6330,5118,1302,16,1,2,1
81,159.84746995727,167.327307795099,0.0467935954183586,0.499984297811393,36.6334376081191,0.4075,0.17953125,0.04,1,25669.8607591268,0.905612791826938,0.00800456182787636,0.0397222603151148,0.1,0.000883883476483184,0,1,0,0,5502,6596,5452,1556,22,1,2,1
82,160.215263542843,168.019269417082,0.0487095030877176,0.499986388354915,35.8529259009843,0.400625,0.175,0.04,1,25810.319136255,1.07755372533678,0.00952431932848082,0.0397083806016089,0.1,0.000883883476483184,0,1,0,0,5238,6556,5166,2036,27,1,2,1
83,160.67937574694,168.936567384065,0.0513892439445953,0.499982593692796,35.1492169743742,0.3925,0.1721875,0.04,1,25957.5515765946,0.965668883949242,0.00853538770276693,0.0397492782057448,0.1,0.000883883476483184,0,1,0,0,5308,6524,5242,1460,20,1,2,1
84,161.100248545606,169.642913761615,0.0530270145026571,0.499985153932196,34.402613118749,0.380625,0.1675,0.04,1,26102.724153203,0.997741148842775,0.00881886915269478,0.0397238976638167,0.1,0.000883883476483184,0,1,0,0,5194,6416,5094,1520,21,1,2,1
85,161.563133182246,170.386003200397,0.0546094263237525,0.499989754162106,33.5647600184411,0.371875,0.16296875,0.04,1,26279.0752068038,1.09411643838203,0.00967071441234509,0.0397797256973549,0.1,0.000883883476483184,0,1,0,0,4920,6582,4832,1948,27,1,2,1
86,162.060720504414,171.237252788886,0.0566240373108939,0.499979169572921,33.0174054897348,0.3625,0.16015625,0.04,1,26365.6916078631,0.760420797444633,0.00672123378035477,0.0397209304155619,0.1,0.000883883476483184,0,1,0,0,4988,9294,4870,862,15,1,2,1
87,162.374110833115,171.671441867495,0.0572587032912832,0.49999051988073,32.2720854564569,0.35515625,0.1575,0.04,1,26511.2428989352,0.972041780785432,0.00859171668487533,0.0397822157503459,0.1,0.000883883476483184,0,1,0,0,4408,9098,4300,1716,26,1,2,1
88,162.769086264419,172.454150053172,0.0595018624913792,0.499984683221472,31.867586919547,0.350625,0.15578125,0.04,1,26563.363783037,0.619753902176369,0.00547790233619669,0.039737572885897,0.1,0.000883883476483184,0,1,0,0,4180,8914,4036,626,15,1,2,1
89,162.956663677681,172.778157622135,0.0602705880373243,0.499987131158102,31.4679724865247,0.34796875,0.151875,0.04,1,26623.8667540883,0.614897434489079,0.00543497682076798,0.039590955078211,0.1,0.000883883476483184,0,1,0,0,3754,5526,3646,878,15,1,2,1
90,163.134051581683,173.373893711894,0.0627694955831076,0.499988656272605,31.1715575932525,0.34515625,0.15125,0.04,1,26657.9141293447,0.4915705149585,0.00434491055698148,0.0394012557121244,0.1,0.000883883476483184,0,1,0,0,3628,5378,3460,464,15,1,2,1
91,163.26863165909,173.62276597497,0.0634177809335707,0.499989176032113,30.843051169279,0.341875,0.14984375,0.04,1,26709.7122332011,0.542494765618237,0.00479502159408577,0.0386528144850797,0.1,0.000883883476483184,0,1,0,0,3770,5130,3642,734,15,1,2,1
92,163.407451003809,174.151574926683,0.0657505141710063,0.499989719789177,30.5394062777055,0.33984375,0.148125,0.04,1,26749.8957216241,0.528937110456455,0.00467518772031222,0.0395354289110177,0.1,0.000883883476483184,0,1,0,0,3758,4978,3610,688,15,1,2,1
93,163.544502551307,174.666345479592,0.0680049940828536,0.499990893953739,30.2652845721272,0.33671875,0.14671875,0.04,1,26786.8574968846,0.477121081019468,0.00421719439794903,0.0394785229405182,0.1,0.000883883476483184,0,1,0,0,3532,5064,3352,498,15,1,2,1
94,163.661789667763,174.951913129446,0.0689844800341118,0.49999054017444,29.9808534657534,0.334375,0.14390625,0.04,1,26827.5600286065,0.501466227267725,0.00443237712296303,0.0392541430908765,0.1,0.000883883476483184,0,1,0,0,3718,4912,3598,632,15,1,2,1
95,163.777287100462,175.428084168611,0.0711380514014912,0.499988978669802,29.7494946206641,0.33234375,0.14234375,0.04,1,26853.6432940234,0.438431034227401,0.00387521946731033,0.0392846104739664,0.1,0.000883883476483184,0,1,0,0,3494,5138,3330,354,15,1,2,1
96,163.882179314934,175.643913007319,0.0717694488903661,0.499990843229134,29.4701014508594,0.32953125,0.1409375,0.04,1,26899.3165635356,0.491223797222761,0.00434184597620524,0.0391681172095971,0.1,0.000883883476483184,0,1,0,0,3712,4898,3594,598,15,1,2,1
97,163.99284219812,176.114298751893,0.0739145464600748,0.499990078390726,29.2461904921832,0.32828125,0.13984375,0.04,1,26921.9219326012,0.420702381233283,0.00371851883289228,0.0387950613298178,0.1,0.000883883476483184,0,1,0,0,3584,4970,3408,336,15,1,2,1
98,164.09164604019,176.319307408388,0.0745172692411398,0.499991735494002,28.9659642626913,0.32453125,0.1384375,0.04,1,26966.0744381316,0.492844754059709,0.00435617334584796,0.0384628923217189,0.1,0.000883883476483184,0,1,0,0,3802,4850,3648,596,16,1,2,1
